Company,Budget,Director,Profit,Star,Month,Writer,Gross
Universal Pictures,20000000,Paul Mazursky,-8555796,Richard Dreyfuss,9,Charles G. Booth,11444204
Touchstone Pictures,6000000,John R. Cherry III,22202109,Jim Varney,11,Ed Turner,28202109
Atlantic Entertainment Group,3000000,James B. Harris,-1115685,James Woods,3,James Ellroy,1884315
Warner Bros.,4000000,Joan Micklin Silver,12262415,Amy Irving,9,Susan Sandler,16262415
Shapiro-Glickenhaus Entertainment,6000000,James Glickenhaus,4068039,Peter Weller,5,James Glickenhaus,10068039
Orion Pictures,19000000,Michael Ritchie,-7994696,Dan Aykroyd,1,Ken Kolb,11005304
Paramount Pictures,8000000,Marisa Silver,-6106861,Alan Boyce,4,Jarre Fees,1893139
TriStar Pictures,6000000,Pen Densham,-4130852,Joanna Pacula,10,Tom Ropelewski,1869148
Touchstone Pictures,14000000,Leonard Nimoy,-9235394,Diane Keaton,11,Michael Bortman,4764606
Cecchi Gori Group Tiger Cinematografica,19000000,Blake Edwards,-14405548,Bruce Willis,4,Rod Amateau,4594452
Cinema Group,1000000,Rowdy Herrington,-507481,James Spader,5,Rowdy Herrington,492519
HandMade Films,5000000,Nicolas Roeg,-4570972,Theresa Russell,7,Dennis Potter,429028
No Frills Film Production,4000000,Andrew Fleming,5797098,Jennifer Rubin,4,Andrew Fleming,9797098
Silver Screen Partners III,13000000,Chris Columbus,-7490583,David Keith,9,Chris Columbus,5509417
TriStar Pictures,18000000,Ted Kotcheff,-8870001,Kathleen Turner,3,Ben Hecht,9129999
Orion Pictures,14000000,Peter Yates,-13540176,Kelly McGillis,3,Walter Bernstein,459824
Crescent Moon,13000000,Peter Bogdanovich,-12740981,Rob Lowe,5,Michael Kaplan,259019
Cinetel Films,5000000,Steve Carver,-4192053,Gary Busey,3,T.L. Lankford,807947
Metro-Goldwyn-Mayer (MGM),12000000,Henry Winkler,-8034396,Billy Crystal,10,Eric Roth,3965604
Cinetel Films,1600000,Michael Schroeder,-1180572,Cameron Dye,5,J. Greg De Felice,419428
Smart Egg Pictures,7000000,Armand Mastroianni,-6863797,Cotter Smith,1,Gary Brandner,136203
Touchstone Pictures,16400000,Peter Weir,79460116,Robin Williams,6,Tom Schulman,95860116
Warner Bros.,35000000,Tim Burton,216188924,Michael Keaton,6,Bob Kane,251188924
Paramount Pictures,11500000,Mary Lambert,45969179,Dale Midkiff,4,Stephen King,57469179
Paramount Pictures,48000000,Steven Spielberg,149171806,Harrison Ford,5,Jeffrey Boam,197171806
Walt Disney Pictures,40000000,Ron Clements,71543479,Jodi Benson,11,John Musker,111543479
Warner Bros.,55000000,Andrey Konchalovskiy,8408614,Sylvester Stallone,12,Randy Feldman,63408614
Silver Pictures,17000000,Rowdy Herrington,13050028,Patrick Swayze,5,R. Lance Hill,30050028
Warner Bros.,27000000,Jeremiah S. Chechik,44320000,Chevy Chase,12,John Hughes,71320000
De Laurentiis Entertainment Group (DEG),10000000,Stephen Herek,30485039,Keanu Reeves,2,Chris Matheson,40485039
Universal Pictures,40000000,Robert Zemeckis,78500000,Michael J. Fox,11,Robert Zemeckis,118500000
Twentieth Century Fox Film Corporation,70000000,James Cameron,-15538953,Ed Harris,8,James Cameron,54461047
Universal Pictures,15000000,John Hughes,51758538,John Candy,8,John Hughes,66758538
40 Acres & A Mule Filmworks,6500000,Spike Lee,21045445,Danny Aiello,7,Spike Lee,27545445
TriStar Pictures,18000000,Edward Zwick,8830000,Matthew Broderick,2,Kevin Jarre,26830000
Castle Rock Entertainment,16000000,Rob Reiner,76823600,Billy Crystal,7,Nora Ephron,92823600
Columbia Pictures Corporation,37000000,Ivan Reitman,75494738,Bill Murray,6,Dan Aykroyd,112494738
TriStar Pictures,7500000,Amy Heckerling,132588813,John Travolta,10,Amy Heckerling,140088813
Filmauro,25000000,George P. Cosmatos,-9295386,Peter Weller,3,David Webb Peoples,15704614
Buena Vista Pictures,18000000,Joe Johnston,112724172,Rick Moranis,6,Stuart Gordon,130724172
Mirage Enterprises,11000000,David S. Ward,38797148,Tom Berenger,4,David S. Ward,49797148
Ixtlan,14000000,Oliver Stone,56001698,Tom Cruise,1,Ron Kovic,70001698
Imagine Entertainment,31000000,Ron Howard,69047830,Steve Martin,8,Lowell Ganz,100047830
Warner Bros.,28000000,Richard Donner,119253986,Mel Gibson,7,Jeffrey Boam,147253986
Danjaq,32000000,John Glen,2667015,Timothy Dalton,7,Michael G. Wilson,34667015
Universal Pictures,31000000,Steven Spielberg,12858790,Richard Dreyfuss,12,Jerry Belson,43858790
Outlaw Productions (I),1200000,Steven Soderbergh,23541700,James Spader,9,Steven Soderbergh,24741700
Norman Twain Productions,10000000,John G. Avildsen,21906454,Morgan Freeman,3,Michael Schiffer,31906454
Paramount Pictures,27800000,William Shatner,24410049,William Shatner,6,Gene Roddenberry,52210049
Zanuck Company The,7500000,Bruce Beresford,99093296,Morgan Freeman,1,Alfred Uhry,106593296
David Foster Productions,10000000,Graeme Clifford,-7222720,Christian Slater,1,Michael Tolkin,2777280
Columbia Pictures Corporation,22500000,Brian De Palma,-3828683,Michael J. Fox,8,Daniel Lang,18671317
TriStar Pictures,18000000,Arthur Hiller,28908987,Richard Pryor,5,Earl Barret,46908987
Kings Road Entertainment,1500000,Mark DiSalle,13197005,Jean-Claude Van Damme,9,Mark DiSalle,14697005
New Line Cinema,6000000,Stephen Hopkins,16168359,Robert Englund,8,Wes Craven,22168359
Magnum Pictures Inc.,3000000,Dominique Othenin-Girard,8642254,Donald Pleasence,10,John Carpenter,11642254
Paramount Pictures,5000000,Rob Hedden,9343976,Jensen Daggett,7,Rob Hedden,14343976
Eddie Murphy Productions,30000000,Eddie Murphy,30864870,Eddie Murphy,11,Eddie Murphy,60864870
Paramount Pictures,30000000,Ridley Scott,16212055,Michael Douglas,9,Craig Bolotin,46212055
Goldcrest Films International,13800000,Don Bluth,13300027,Dom DeLuise,11,Don Bluth,27100027
Cannon Entertainment,500000,Albert Pyun,9666459,Jean-Claude Van Damme,4,Albert Pyun,10166459
Universal Pictures,8000000,Michael Ritchie,27150960,Chevy Chase,3,Gregory McDonald,35150960
Finnegan/Pinchuk Productions,6000000,Todd Holland,8278900,Fred Savage,12,David Chisholm,14278900
Renaissance Films,9000000,Kenneth Branagh,1161099,Kenneth Branagh,11,William Shakespeare,10161099
Fries Entertainment,18000000,Jeff Kanew,-9491157,Shelley Long,3,Ava Ostern Fries,8508843
Universal Pictures,19000000,Harold Becker,39571513,Al Pacino,9,Richard Price,58571513
Movie Group The,5000000,Robert Radler,-3300000,Eric Roberts,11,Phillip Rhee,1700000
Renn Productions,33000000,Milos Forman,-31867888,Colin Firth,11,Choderlos de Laclos,1132112
Avenue Pictures,2500000,Gus Van Sant,2229352,Matt Dillon,10,James Fogle,4729352
New World Pictures,7000000,Steve Miner,2094451,Julian Sands,1,David Twohy,9094451
TMS Entertainment,35000000,Masami Hata,-33631790,Gabriel Damon,8,Chris Columbus,1368210
White Eagle,24000000,John Flynn,-1900153,Sylvester Stallone,8,Richard Smith,22099847
High Bar Productions,3000000,Jim Wheat,-2923675,Jillian McWhirter,11,Ken Wheat,76325
Cinecorp SAC,5000000,Jay Levey,1157157,'Weird Al' Yankovic,7,'Weird Al' Yankovic,6157157
Gladden Entertainment,13000000,Steve Kloves,3823529,Jeff Bridges,10,Steve Kloves,16823529
Palace Pictures,5000000,Zelda Barron,1957975,Phoebe Cates,7,Lanier Laney,6957975
Jack Rollins & Charles H. Joffe Productions,19000000,Woody Allen,-745298,Martin Landau,11,Woody Allen,18254702
JVC Entertainment Networks,2800000,Jim Jarmusch,-2432121,Masatoshi Nagase,11,Jim Jarmusch,367879
Carolco Entertainment,8000000,Sean S. Cunningham,143225,Greg Evigan,1,Lewis Abernathy,8143225
Alive Films,5000000,Wes Craven,11554699,Michael Murphy,10,Wes Craven,16554699
Touchstone Pictures,15000000,Francis Veber,25590000,Nick Nolte,1,Francis Veber,40590000
TriStar Pictures,10000000,Phillip Noyce,-7307963,Rutger Hauer,3,Ryôzô Kasahara,2692037
Lorimar Film Entertainment,12000000,John Irvin,3942628,Patrick Swayze,10,Michael Jenning,15942628
Touchstone Pictures,15000000,Woody Allen,-4236531,Woody Allen,3,Richard Price,10763469
Empire Pictures,10000000,Stuart Gordon,-8727023,Gary Graham,11,Stuart Gordon,1272977
Universal Pictures,15000000,Howard Zieff,13890240,Michael Keaton,4,Jon Connolly,28890240
Lightyear Entertainment,4000000,Jim Wynorski,-3807184,Dick Durock,5,Len Wein,192816
Paramount Pictures,20000000,Neil Jordan,-9444652,Robert De Niro,12,David Mamet,10555348
TriStar Pictures,16000000,Emile Ardolino,278590,Cybill Shepherd,3,Perry Howze,16278590
Carolco Pictures,20000000,Walter Hill,-12762206,Mickey Rourke,9,John Godey,7237794
Gordon Company,17000000,Rod Daniel,26247647,Jim Belushi,4,Steven Siegel,43247647
Malpaso Productions,19000000,Buddy Van Horn,-6856516,Clint Eastwood,5,John Eskow,12143484
New Line Cinema,8000000,Thomas J. Wright,8093651,Hulk Hogan,6,Dennis Hackin,16093651
Sean S. Cunningham Films,3000000,James Isaac,-1261103,Lance Henriksen,4,Allyn Warner,1738897
Warner Bros.,12000000,Peter Bonerz,-432783,Bubba Smith,3,Neal Israel,11567217
Amblin Entertainment,19000000,Gary David Goldberg,738015,Jack Lemmon,11,William Wharton,19738015
Paramount Pictures,13000000,Joel Schumacher,9030000,Ted Danson,2,Jean-Charles Tacchella,22030000
Allied Vision,5000000,Philippe Mora,-3080347,Christopher Walken,11,Whitley Strieber,1919653
Great American Films Limited Partnership,3000000,Bob Balaban,-2129468,Randy Quaid,1,Christopher Hawthorne,870532
Aspen Film Society,5000000,Christopher Guest,-4882537,Kevin Bacon,12,Michael Varhol,117463
Orion Pictures,18000000,Andrew Davis,-7352781,Gene Hackman,8,John Bishop,10647219
Paramount Pictures,18000000,Joe Pytka,-13026715,Richard Dreyfuss,8,Jay Cronley,4973285
Warner Bros.,18000000,Norman Jewison,-14468029,Emily Lloyd,9,Bobbie Ann Mason,3531971
American Playhouse,3000000,Norman René,1609953,Stephen Caffrey,5,Craig Lucas,4609953
Incorporated Television Company (ITC),4000000,John Dahl,-3716306,Val Kilmer,10,John Dahl,283694
Lorimar Film Entertainment,2300000,Michael Herz,-1507034,Ron Fazio,2,Lloyd Kaufman,792966
Larco Productions,2500000,Larry Cohen,-2456251,Bette Davis,2,Larry Cohen,43749
Incorporated Television Company (ITC),1500000,Jeff Burr,19796,Terry O'Quinn,11,Carolyn Lefcourt,1519796
Action Features,75000,Hal Hartley,471541,Adrienne Shelly,11,Action Features,546541
TriStar Pictures,11500000,Richard Baskin,-9239384,Lorraine Bracco,3,Dean Pitchford,2260616
Columbia Pictures Corporation,34000000,Luis Puenzo,-30425744,Jane Fonda,10,Carlos Fuentes,3574256
Cine Location Services,20000000,John Milius,-17579083,Nick Nolte,3,Pierre Schoendoerffer,2420917
AM/PM Entertainment,16000000,Robert Ellis Miller,-15932122,Brooke Shields,4,Noreen Stone,67878
Columbia Pictures Corporation,14000000,Jonathan Kaplan,-8067387,Glenn Close,10,Barbara Benedek,5932613
Columbia Pictures Corporation,17000000,Michael Crichton,-13439068,Burt Reynolds,1,Steve Ransohoff,3560932
American Playhouse Theatrical Films,4000000,Howard Brookner,-3956329,Josef Sommer,11,Howard Brookner,43671
Silver Screen Partners III,5000000,Jeff Blyth,3153677,Keith Coogan,8,Alan Caillou,8153677
Samuel Goldwyn Company The,6000000,Bill Forsyth,-4122382,Burt Reynolds,10,John Sayles,1877618
Columbia Pictures Corporation,26000000,Joel Schumacher,35490000,Kiefer Sutherland,8,Peter Filardi,61490000
Warner Bros.,25000000,Martin Scorsese,21836394,Robert De Niro,9,Nicholas Pileggi,46836394
Castle Rock Entertainment,20000000,Rob Reiner,41276872,James Caan,11,Stephen King,61276872
Carolco Pictures,65000000,Paul Verhoeven,54394840,Arnold Schwarzenegger,6,Philip K. Dick,119394840
Touchstone Pictures,14000000,Garry Marshall,164406268,Richard Gere,3,J.F. Lawton,178406268
Hughes Entertainment,18000000,Chris Columbus,267761243,Macaulay Culkin,11,John Hughes,285761243
Twentieth Century Fox Film Corporation,20000000,Tim Burton,36362352,Johnny Depp,12,Tim Burton,56362352
Paramount Pictures,54000000,Francis Ford Coppola,12666062,Al Pacino,12,Mario Puzo,66666062
Tig Productions,22000000,Kevin Costner,162208848,Kevin Costner,11,Michael Blake,184208848
Paramount Pictures,30000000,John McTiernan,92012643,Sean Connery,3,Tom Clancy,122012643
Universal Pictures,13000000,John Lafia,15501605,Alex Vincent,11,Don Mancini,28501605
Paramount Pictures,22000000,Jerry Zucker,195631306,Patrick Swayze,7,Bruce Joel Rubin,217631306
Universal Pictures,11000000,Ron Underwood,5667084,Kevin Bacon,1,S.S. Wilson,16667084
Warner Bros.,25000000,John Patrick Shanley,14404261,Tom Hanks,3,John Patrick Shanley,39404261
PolyGram Filmed Entertainment,9500000,David Lynch,5060247,Nicolas Cage,8,Barry Gifford,14560247
Carolco Pictures,25000000,Adrian Lyne,1118851,Tim Robbins,11,Bruce Joel Rubin,26118851
888 Productions,13500000,Steve Barron,121765915,Judith Hoag,3,Kevin Eastman,135265915
Hollywood Pictures,31000000,Frank Marshall,22208180,Jeff Daniels,7,Don Jakoby,53208180
Twentieth Century Fox Film Corporation,70000000,Renny Harlin,47540947,Bruce Willis,7,Walter Wager,117540947
Touchstone Pictures,47000000,Warren Beatty,56738726,Warren Beatty,6,Chester Gould,103738726
Universal Pictures,10000000,Dennis Dugan,43470900,Michael Oliver,7,Scott Alexander,53470900
Don Simpson/Jerry Bruckheimer Films,60000000,Tony Scott,22670733,Tom Cruise,6,Robert Towne,82670733
Universal Pictures,11000000,John Waters,-2733657,Johnny Depp,4,John Waters,8266343
Universal Pictures,40000000,Robert Zemeckis,47727583,Michael J. Fox,5,Robert Zemeckis,87727583
United Artists,42000000,John G. Avildsen,-1053642,Sylvester Stallone,11,Sylvester Stallone,40946358
Imagine Entertainment,26000000,Ivan Reitman,65457688,Arnold Schwarzenegger,12,Murray Salem,91457688
Davis Entertainment,35000000,Stephen Hopkins,-4330587,Danny Glover,11,Jim Thomas,30669413
Warner Bros.,36000000,George Miller,-18626473,Jonathan Brandis,2,Karin Howard,17373527
Orion Pictures,35000000,Irvin Kershner,10681173,Peter Weller,6,Edward Neumeier,45681173
Circle Films,14000000,Joel Coen,-8919591,Gabriel Byrne,10,Joel Coen,5080409
Twentieth Century Fox Film Corporation,40000000,Renny Harlin,-18586498,Andrew Dice Clay,7,Daniel Waters,21413502
Renaissance Pictures,16000000,Sam Raimi,17878502,Liam Neeson,8,Sam Raimi,33878502
Warner Bros.,22000000,Alan J. Pakula,64303188,Harrison Ford,7,Scott Turow,86303188
Warner Bros.,50000000,Joe Dante,-8517793,Zach Galligan,6,Chris Columbus,41482207
Morgan Creek Productions,11000000,Clive Barker,-2137646,Craig Sheffer,2,Clive Barker,8862354
Orion Pictures,31000000,Richard Benjamin,4419397,Cher,12,Patty Dann,35419397
21st Century Film Corporation,4200000,Tom Savini,1635247,Tony Todd,10,John A. Russo,5835247
Paramount Pictures,3500000,John Harrison,12824573,Debbie Harry,5,Michael McDowell,16324573
Imperial Entertainment Corporation,3000000,Sheldon Lettich,21078196,Jean-Claude Van Damme,1,S.N. Warren,24078196
Warner Bros.,10000000,Bruce Malmuth,37410000,Steven Seagal,2,Steven McKay,47410000
Paramount Pictures,10500000,Ralph S. Singleton,1082891,David Andrews,10,Stephen King,11582891
Silver Screen Partners IV,30000000,Hendel Butoy,-2068539,Bob Newhart,11,Jim Cox,27931461
Morgan Creek Productions,20000000,Geoff Murphy,24143410,Emilio Estevez,8,John Fusco,44143410
Hudlin Brothers The,2500000,Reginald Hudlin,23886000,Christopher Reid,3,Reginald Hudlin,26386000
Lightning Pictures,5200000,Mark L. Lester,-2740105,Bradley Gregg,5,Mark L. Lester,2459895
Victor & Grais,12000000,Dwight H. Little,34044400,Steven Seagal,10,Michael Grais,46044400
Carolco Pictures,35000000,Roger Spottiswoode,-3946399,Mel Gibson,8,Christopher Robbins,31053601
Warner Bros.,10000000,Clint Eastwood,11633874,Clint Eastwood,12,Boaz Yakin,21633874
Pathé Entertainment,20000000,Simon Wincer,1413105,Tom Selleck,10,John Hill,21413105
Morgan Creek Productions,18000000,John Schlesinger,11381956,Melanie Griffith,9,Daniel Pyne,29381956
Warner Bros.,47000000,Brian De Palma,-31308808,Tom Hanks,12,Michael Cristofer,15691192
Ironbark Films,25000000,John Cornell,-18060054,Paul Hogan,12,Paul Hogan,6939946
Warner Bros.,12000000,Akira Kurosawa,-10036793,Akira Terao,8,Akira Kurosawa,1963207
Palace Pictures,1500000,Richard Stanley,4228953,Dylan McDermott,9,Steve MacManus,5728953
Enigma Productions,23000000,Michael Caton-Jones,4441977,Matthew Modine,10,Monte Merrick,27441977
Vision PDG,7000000,Craig R. Baxley,-2651632,Dolph Lundgren,9,Jonathan Tydor,4348368
Universal Pictures,20000000,John Badham,50980000,Mel Gibson,5,Louis Venosta,70980000
Dino De Laurentiis Company,18000000,Michael Cimino,-15257088,Mickey Rourke,10,Joseph Hayes,2742912
Paramount Pictures,38000000,Walter Hill,42818974,Eddie Murphy,6,Roger Spottiswoode,80818974
Columbia Pictures Corporation,22000000,Mike Nichols,15963281,Meryl Streep,9,Carrie Fisher,37963281
Devoted Productions,15000000,Howard Franklin,260154,Bill Murray,7,Jay Cronley,15260154
88 Productions,19000000,Jack Nicholson,-8994031,Jack Nicholson,8,Robert Towne,10005969
Cannon Films,4000000,Deran Sarafian,12853487,Jean-Claude Van Damme,9,David S. Goyer,16853487
Levins-Henenlotter,2500000,Frank Henenlotter,-2294932,James Lorinz,6,Robert Martin,205068
Laurence Mark Productions,20000000,James Orr,-4620747,Jim Belushi,10,James Orr,15379253
Universal Pictures,10000000,Spike Lee,6153600,Denzel Washington,8,Spike Lee,16153600
Metro-Goldwyn-Mayer (MGM),23000000,Martin Ritt,-17179985,Jane Fonda,2,Pat Barker,5820015
Nova International Films,22000000,David Green,-7239549,Nicolas Cage,5,Step Tyner,14760451
Epic Productions,7000000,Curtis Hanson,5626043,Rob Lowe,3,David Koepp,12626043
Recorded Picture Company (RPC),25000000,Bernardo Bertolucci,-22924916,Debra Winger,12,Paul Bowles,2075084
Mirage Enterprises,40000000,Sydney Pollack,-30756860,Robert Redford,12,Judith Rascoe,9243140
ADC Films,9000000,Dario Argento,-8650382,Adrienne Barbeau,10,Dario Argento,349618
Orion Pictures,12000000,Woody Allen,-4668353,Mia Farrow,1,Woody Allen,7331647
Malpaso Productions,24000000,Clint Eastwood,-21680876,Clint Eastwood,9,Peter Viertel,2319124
Westerly Films,225000,Whit Stillman,2713208,Carolyn Farina,8,Whit Stillman,2938208
Channel Four Films,700000,Hal Hartley,-343878,Adrienne Shelly,9,Hal Hartley,356122
Concorde Pictures,2000000,Adam Simon,-372045,Bill Pullman,1,Charles Beaumont,1627955
Interscope Communications,10000000,Robert Resnikoff,12424195,Lou Diamond Phillips,4,Robert Resnikoff,22424195
Silver Screen Partners IV,3000000,Patrick Read Johnson,12369573,Douglas Barr,4,Patrick Read Johnson,15369573
Concorde Pictures,350000,Sally Mattison,892995,Keely Christian,9,Catherine Cyran,1242995
TriStar Pictures,15000000,Bob Clark,-9414846,Gene Hackman,2,Richard Christian Matheson,5585154
Vision PDG,6500000,Tibor Takács,-4467027,Louis Tripp,2,Michael Nankin,2032973
The Mount Company,11500000,Roger Corman,-11165252,John Hurt,11,Brian Aldiss,334748
Cinemarque Entertainment,5000000,Michael Lehmann,-4514228,Ed Begley Jr.,2,Michael Lehmann,485772
Park-Schilling Productions Inc.,242000,Michael Rissi,-8850,Joe Estevez,10,Vivian Schilling,233150
Twentieth Century Fox Film Corporation,10000000,Richard Benjamin,-7653850,Anthony Edwards,1,Nat Mauldin,2346150
Haruki Kadokawa Films,42000000,Haruki Kadokawa,-41692225,Takaaki Enoki,2,Haruki Kadokawa,307775
Strong Heart/Demme Production,19000000,Jonathan Demme,111742922,Jodie Foster,2,Thomas Harris,130742922
Carolco Pictures,102000000,James Cameron,102843350,Arnold Schwarzenegger,7,James Cameron,204843350
Walt Disney Pictures,25000000,Gary Trousdale,193967620,Paige O'Hara,11,Linda Woolverton,218967620
Columbia Pictures Corporation,6500000,John Singleton,51004069,Cuba Gooding Jr.,7,John Singleton,57504069
Metro-Goldwyn-Mayer (MGM),30000000,Barry Sonnenfeld,83502000,Anjelica Huston,11,Charles Addams,113502000
